Clean_Content,0
hello chemtoots since we re doing introductions i m peter a computational chemist who enjoys telling experimental colleagues what to do especially those in rotational spectroscopy and heterogeneous catalysis when not doing compchem i love playing around with datascience finding ways use automation and fairdata to move chemistry towards the future passionate about opensource software currently working on getting my own group at tu berlin off of the ground,Veranstaltung
fungifridayphallus aureuscollected in in yunnan chinadescribed and published in phytotaxa in treatment added to treatmentbank http treatment plazi org id b e ff ff f a a a and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new fork tongued frog from vietnam just jumped in on frogfriday quasipaa taoitreatment http treatment plazi org id eee b a f b e ef bb original paper http doi org zookeys zookeys fairdata biodiversity nature conservation,Publikation
you have probably hear of fairdata but have you heard of inspiredata check out https inspire ec europa eu inspire principles,Veranstaltung
it s sometimes tricky to explain to non technical stakeholders why datacuration is important this is a great visual for illustratrating the r of fair reusable arguably the whole point of fairdata https t co k p kya ab retweet https twitter com varsha khodiyar status,Veranstaltung
the tu association of german universities of technology invites datastewards sometimes also referred to as researchdataofficers research data handling officers data experts datacurators or datamanagers to a two day workshop on researchdatamanagement rdm in science and engineering the event will be held on in braunschweig https www tu braunschweig de ub tu data steward workshop registration and submission opendata fair fairdata,Veranstaltung
i m in landau today at the psychology department at unikold twitter com a new workshop day ahead today s topic from data to data publication rdm fdm openscience opendata fairdata,Veranstaltung
nfdi earth everyone talks while i have pb to handle hpc realities in the maelstrom oft fairdata,Veranstaltung
lambo i like the term libraries showing my age as a person who coined this do you have any idea why libraries science never got of the ground or less aged interactivescience it would have the advantage over openscience of not helping the surveillance of science selling themselves as an open science program and it would include stuff like fairdata which is orthogonal to opendata it is also important for closed data and helpful in promoting collaboration interaction,Meinung
hi all i help applied energy researchers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledge graphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
min podcast transcript on the th of the fair principles r metadata for reusing vs finding query understanding vs content understanding metadata hydration https share transistor fm s edc fairdata,Veranstaltung
to help some of the newcomers make connections name things that interest you but aren t in your profile as tags so they are searchable then boost this post or repeat its instructions so others know to do the same fairdata metadata careprinciples genderdatagap datafeminism,Veranstaltung
join us at fair open data for public good health exchange with fabio balli jon schull oliver rack and albert ca igueral bag thu nov pm cest https opencollective com proofing future events fair open data for public good and health f a leverage your opportunity to discuss your related interests get inspired by exchange with impulse givers collectively identify possible solutions re fairdata opendata commons publicgood health,Veranstaltung
universitycollegelondon ucl are opening their new office for openscience and scholarship good on them and good to see the principles along with the promotion of collaboration and fairdata principles spreading furher every day https www ucl ac uk library news oct ucl office open science and scholarship science research,Veranstaltung
long shot but one of my fiends ex colleague is in limbo regarding jobs she is awesome at rstats and anything related to openscience fairdata image analysis and processing and bioinformatics if you hear about anything in and around meanjin brisbane or remote please let me know boosts encouraged,Veranstaltung
rt codatanews twitter comwebinar on writing an article with excellent supporting datathis presentation will introduce ways to interconnect your article and data in ways that make them most readily understood and useful by others topics include how to prepare data for presentation ensure data is well stewarded provide fair credit access through citation register https attendee gotowebinar com register science openscience opendata datascience codata fairdata,Veranstaltung
